_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
1814,4181,BE-00157,3459,Danforth Ave,Danforth Ave,South,Byng Ave,East,01310A,20,Crossroads of the Danforth,Standard,Existing,B311310A,,"{'type': 'MultiPoint', 'coordinates': [[-79.2793762249124, 43.6931214405157]]}"
1815,4182,BE-02014,1263,Kipling Ave,Kipling Ave,East,Beaverbrook Ave,South,13255,02,None,Mini,Existing,B0413255,,"{'type': 'MultiPoint', 'coordinates': [[-79.5440284562551, 43.6621243249883]]}"
1816,4186,BE-02613,331,Roncesvalles Ave,Roncesvalles Ave,East,Grenadier Rd,North,16150,04,Roncesvalles Village,Mini,Existing,B0416150,,"{'type': 'MultiPoint', 'coordinates': [[-79.4500528783468, 43.6491488454019]]}"
1817,4187,BE-02674,1600,Keele St,Rogers Rd,South,Keele St,West,16407,05,None,Standard,Existing,B0516407,,"{'type': 'MultiPoint', 'coordinates': [[-79.4719963506235, 43.6819967877024]]}"
1818,4192,BE-01683,777,Kipling Ave,Kipling Ave,East,Norseman St,South,T4343,03,None,Standard,Existing,B0504343,,"{'type': 'MultiPoint', 'coordinates': [[-79.5308000385634, 43.6313419270933]]}"
1819,4193,BE-02213,3383,Yonge St,Yonge St,East,Golfdale Rd,North,14256,15,Yonge Lawrence Village,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4039538318539, 43.7321993190288]]}"
1820,4194,BE-00368,50S,Sunny Glenway,Gateway Blvd,East,Grenoble Dr,South,02174,16,None,Standard,Existing,B2602174,,"{'type': 'MultiPoint', 'coordinates': [[-79.3300891350832, 43.7115905067102]]}"
1821,4198,BE-01702,35,Lorna Rae Blvd,Brimley Rd,West,Port Royal Trl,North,T4834,23,None,Mini,Existing,B4104834,,"{'type': 'MultiPoint', 'coordinates': [[-79.2851648973067, 43.8228310574067]]}"
1822,4200,BE-02381,748,St Clair Ave W,St Clair Ave W,North,Rushton Rd,West,14928,12,Hillcrest Village,Standard,Existing,B2114928,,"{'type': 'MultiPoint', 'coordinates': [[-79.4280466591319, 43.6813235727738]]}"
1823,4202,BE-00538,5359,Dundas St W,Dundas St W,South,Subway Cres,West,05933,03,None,Mini,Existing,B0505933,,"{'type': 'MultiPoint', 'coordinates': [[-79.5401058409237, 43.6358120377614]]}"
1824,4203,BE-00786,1328,Danforth Ave,Danforth Ave,North,Linsmore Cres,East,01220,14,Danforth Mosaic,Standard,Existing,B2901220,,"{'type': 'MultiPoint', 'coordinates': [[-79.3293046136004, 43.682214784551]]}"
1825,4211,BE-00007,205,Humber College Blvd,Humber College Blvd,South,Windwood Dr,East,01739,01,None,Standard,Existing,B0101739,,"{'type': 'MultiPoint', 'coordinates': [[-79.6069322078822, 43.730677212149]]}"
1826,4212,BE-00580,120,Primrose Ave,Davenport Rd,South,St Clarens Ave,East,01099,09,None,Standard,Existing,B1701099,,"{'type': 'MultiPoint', 'coordinates': [[-79.446637444233, 43.6717368710271]]}"
1827,4219,BE-00860,1886,Eglinton Ave W,Shortt St,West,Eglinton Ave W,North,07105,08,Fairbank Village,Standard,Temporarily Removed,B157105D,,"{'type': 'MultiPoint', 'coordinates': [[-79.451744765438, 43.6956389473829]]}"
1828,4221,BE-02174,3795,Lake Shore Blvd W,Lake Shore Blvd W,South,Fortieth St,West,14134,03,None,Standard,Existing,B0614134,,"{'type': 'MultiPoint', 'coordinates': [[-79.5418623866252, 43.5924577141197]]}"
1829,4224,BE-01067,5650,Yonge St,Yonge St,West,Finch Ave W,North,07280,18,Willowdale,Standard,Existing,B2307280,,"{'type': 'MultiPoint', 'coordinates': [[-79.4158464963125, 43.7800373194036]]}"
1830,4225,BE-02402,150,Bermondsey Rd,Bermondsey Rd,West,Bartley Dr,North,14961,16,None,Standard,Existing,B3414961,,"{'type': 'MultiPoint', 'coordinates': [[-79.3148208911598, 43.7198697835514]]}"
1831,4226,BE-01672,1680,Brimley Rd,Progress Ave,South,Brimley Rd,West,10927,21,None,Mini,Existing,B3710927,,"{'type': 'MultiPoint', 'coordinates': [[-79.2634045254908, 43.775078096023]]}"
1832,4227,BE-02471,1051,Ellesmere Rd,Ellesmere Rd,North,Zezel Way,West,None,21,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2759921465996, 43.7670861291705]]}"
1833,4229,BE-01924,4679,Kingston Rd,Kingston Rd,South,Beechgrove Dr,West,12965,25,None,Mini,Existing,B4412965,,"{'type': 'MultiPoint', 'coordinates': [[-79.173821052745, 43.7760927916279]]}"
1834,4230,BE-00677,630,Vesta Dr,Bathurst St,East,Vesta Dr,South,05862,08,None,Mini,Existing,B2105862,,"{'type': 'MultiPoint', 'coordinates': [[-79.4256066774625, 43.7026838665205]]}"
1835,4232,BE-01404,1300,Pape Ave,O'Connor Dr,South,Pape Ave,West,09310,14,None,Standard,Existing,B2909310,,"{'type': 'MultiPoint', 'coordinates': [[-79.350451008385, 43.6931134497169]]}"
1836,4234,BE-02403,301,Port Union Rd,Port Union Rd,East,Fanfare Ave,South,14982,25,None,Standard,Existing,B4414982,,"{'type': 'MultiPoint', 'coordinates': [[-79.1406943357119, 43.7895783200955]]}"
1837,4264,BE-00052,535,Martin Grove Rd,Eglinton Ave W,North,Martin Grove Rd,East,03126,01,None,Standard,Temporarily Removed,B0403126,,"{'type': 'MultiPoint', 'coordinates': [[-79.5627691083236, 43.6747014679494]]}"
1838,4272,BE-00128,1870,Wilson Ave,Wilson Ave,North,Elrose Ave,East,00811,07,Emery Village,Standard,Existing,B0700811,,"{'type': 'MultiPoint', 'coordinates': [[-79.524597787243, 43.7175165808866]]}"
1839,4273,BE-01386,4725,Dundas St W,Dundas St W,South,Islington Ave,East,09357,02,Village of Islington,Mini,Existing,B0409357,,"{'type': 'MultiPoint', 'coordinates': [[-79.5260247797494, 43.6515184547251]]}"
1840,4276,BE-00521,4613,Dundas St W,Dundas St W,North,The Kingsway,West,05937,02,None,Mini,Temporarily Removed,B0405937,,"{'type': 'MultiPoint', 'coordinates': [[-79.5193169054153, 43.657399731042]]}"
1841,4277,BE-00995,571,Coxwell Ave,Coxwell Ave,East,Mortimer Ave,South,02142,19,None,Standard,Existing,B3102142,,"{'type': 'MultiPoint', 'coordinates': [[-79.3263305641023, 43.6903223777243]]}"
1842,4278,BE-00597,1570,Yonge St,Heath St W,North,Yonge St,West,06870,12,None,Standard,Existing,B2206870,,"{'type': 'MultiPoint', 'coordinates': [[-79.3953076862149, 43.6901634456516]]}"
1843,4280,BE-00822,1773,Eglinton Ave W,Eglinton Ave W,South,Northcliffe Blvd,West,07199,12,York-Eglinton,Standard,Existing,B1507199,,"{'type': 'MultiPoint', 'coordinates': [[-79.4486477494906, 43.6959615004118]]}"
1844,4281,BE-01407,36,Althea Rd,Varsity Rd,East,Althea Rd,North,09315,04,None,Mini,Existing,B1309315,,"{'type': 'MultiPoint', 'coordinates': [[-79.4991168854817, 43.6619977983401]]}"
1845,4282,BE-01667,None,None,Brimley Rd,West,Brimwood Blvd,South,10922,23,None,Mini,Existing,B4110922,,"{'type': 'MultiPoint', 'coordinates': [[-79.2789256243568, 43.808979396295]]}"
1846,4283,BE-01545,24,Acre Heights Cres,Mccowan Rd,East,Brimorton Dr,North,10622,24,None,Mini,Existing,B3810622,,"{'type': 'MultiPoint', 'coordinates': [[-79.249275903678, 43.7666063661977]]}"
1847,4284,BE-01101,60,Overlea Blvd,Overlea Blvd,North,Thorncliffe Park Dr,West,07714,15,None,Standard,Existing,B2607714,,"{'type': 'MultiPoint', 'coordinates': [[-79.344186948271, 43.7074832517477]]}"
1848,4285,BE-01219,126,Main St,Main St,West,Gerrard St E,South,08390,19,None,Standard,Existing,B3208390,,"{'type': 'MultiPoint', 'coordinates': [[-79.2998907900655, 43.6830196362168]]}"
1849,4286,BE-01264,None,None,Keele St,West,Annette St,North,08807,04,None,Standard,Existing,B1308807,,"{'type': 'MultiPoint', 'coordinates': [[-79.4641582637879, 43.6639498395767]]}"
1850,4288,BE-01311,1,Eglinton Sq,Victoria Park Ave,East,Eglinton Sq,South,09152,20,None,Mini,Existing,B3509152,,"{'type': 'MultiPoint', 'coordinates': [[-79.3016428643701, 43.7226902143083]]}"
1851,4290,BE-01757,98,Northcliffe Blvd,Northcliffe Blvd,West,St Clair Ave W,South,12480,09,Regal Heights Village,Standard,Existing,B1712480,,"{'type': 'MultiPoint', 'coordinates': [[-79.4409069101069, 43.6782283982301]]}"
1852,4298,BE-00289,88,Cherrystone Dr,Don Mills Rd,West,Cliffwood Rd,North,01912,17,None,Standard,Existing,B2401912,,"{'type': 'MultiPoint', 'coordinates': [[-79.3571221762177, 43.8071378816461]]}"
1853,4299,BE-00359,1695,Bayview Ave,Bayview Ave,East,Parkhurst Blvd,North,03125,15,Bayview Leaside,Mini,Existing,B2603125,,"{'type': 'MultiPoint', 'coordinates': [[-79.3759088083058, 43.7079452857058]]}"
1854,4300,BE-00036,51,Hilldowntree Rd,Islington Ave,East,Hilldowntree Rd,South,04151,02,None,Standard,Existing,B0404151,,"{'type': 'MultiPoint', 'coordinates': [[-79.5296340411734, 43.6591567996838]]}"
1855,4301,BE-00541,810,Royal York Rd,Royal York Rd,West,Leland Ave,South,01768,03,None,Standard,Existing,B0501768,,"{'type': 'MultiPoint', 'coordinates': [[-79.5087381640463, 43.6393284045765]]}"
1856,4302,BE-02385,None,None,Tapscott Rd,West,Melford Dr,South,T11555,23,None,Standard,Temporarily Removed,B4211555,,"{'type': 'MultiPoint', 'coordinates': [[-79.2357030508207, 43.8106698345111]]}"
1857,4303,BE-00408,30,Esterbrooke Ave,Don Mills Rd,West,Esterbrooke Ave,North,02183,17,None,Standard,Existing,B3302183,,"{'type': 'MultiPoint', 'coordinates': [[-79.3490581957463, 43.779341348185]]}"
1858,4305,BE-02558,2118,Queen St E,Queen St E,North,Hammersmith Ave,West,15834,19,The Beach,Mini,Existing,B1915834,,"{'type': 'MultiPoint', 'coordinates': [[-79.2947941834842, 43.6712227917651]]}"
1859,4306,BE-02433,738,Queen St E,Queen St E,North,Grant St,West,15136,14,Riverside District,Mini,Existing,B3015136,,"{'type': 'MultiPoint', 'coordinates': [[-79.3487528491878, 43.6591780157414]]}"
1860,4309,BE-01271,263,Queen St W,Queen St W,South,Duncan St,East,08875,10,Queen Street West,Mini,Existing,B2008875,,"{'type': 'MultiPoint', 'coordinates': [[-79.3891640673085, 43.6502080985512]]}"
1861,4311,BE-00500,330,Queen's Plate Dr,Highway 27 N,East,Queen's Plate Dr,South,04487,01,None,Standard,Existing,B0204487,,"{'type': 'MultiPoint', 'coordinates': [[-79.597697835025, 43.7223172499825]]}"
1862,4312,BE-01679,3216,Lawrence Ave E,Lawrence Ave E,North,Burnview Cres,West,T5241,24,None,Standard,Existing,B3805241,,"{'type': 'MultiPoint', 'coordinates': [[-79.2413375556089, 43.7565707667383]]}"
1863,4314,BE-01805,1346,Kingston Rd,Kingston Rd,North,Queensbury Ave,East,12626,20,None,Mini,Existing,B3612626,,"{'type': 'MultiPoint', 'coordinates': [[-79.2742861189867, 43.6856043586441]]}"
1864,4315,BE-01891,2098,Yonge St,Yonge St,West,Manor Rd W,South,12678,12,Midtown Yonge,Mini,Existing,B2212678,,"{'type': 'MultiPoint', 'coordinates': [[-79.3975458773612, 43.7023369974291]]}"
1865,4316,BE-01941,3351,Markham Rd,Markham Rd,East,Steeles Ave E,South,13139,23,None,Mini,Existing,B4213139,,"{'type': 'MultiPoint', 'coordinates': [[-79.2508938645376, 43.8363364400453]]}"
1866,4318,BE-00654,1470,Yonge St,Yonge St,West,St Clair Ave W,North,02103,12,Yonge & St. Clair,Standard,Existing,B2202103,,"{'type': 'MultiPoint', 'coordinates': [[-79.3943395305239, 43.6884550714225]]}"
1867,4319,BE-01808,None,None,Martin Grove Rd,West,Nottinghill Gt,South,12618,02,None,Mini,Existing,B0312618,,"{'type': 'MultiPoint', 'coordinates': [[-79.5622609275254, 43.6721802048048]]}"
1868,4320,BE-01301,1300,Bay St,Bay St,West,Scollard St,North,09132,11,Bloor-Yorkville,Mini,Existing,B2709132,,"{'type': 'MultiPoint', 'coordinates': [[-79.3907113151558, 43.6723192997697]]}"
1869,4321,BE-00472,203,Chartland Blvd S,Brimley Rd,East,Chartland Blvd S,South,01515,23,None,Standard,Existing,B4101515,,"{'type': 'MultiPoint', 'coordinates': [[-79.2744910587453, 43.8012756082302]]}"
1870,4322,BE-00522,38,Fontenay Crt,Eglinton Ave W,South,Scarlett Rd,West,05940,02,None,Mini,Temporarily Removed,B0405940,,"{'type': 'MultiPoint', 'coordinates': [[-79.51693746056, 43.6832953767583]]}"
1871,4323,BE-00996,360,Mcrae Dr,Mcrae Dr,North,Laird Dr,West,02177,15,None,Standard,Existing,B2602177,,"{'type': 'MultiPoint', 'coordinates': [[-79.3638351486378, 43.7101028715017]]}"
1872,4324,BE-01615,218,Chambers Ave,Rogers Rd,North,Chambers Ave,West,10600,05,Rogers Road,Standard,Existing,B1210600,,"{'type': 'MultiPoint', 'coordinates': [[-79.465723485706, 43.6823339602186]]}"
1873,4325,BE-02359,759,Dovercourt Rd,Dovercourt Rd,East,Bloor St W,North,14742,09,None,Mini,Existing,B1914742,,"{'type': 'MultiPoint', 'coordinates': [[-79.4295289917881, 43.6616230113821]]}"
1874,4327,BE-02115,None,None,Steeles Ave W,North,Tangreen Crt,East,13589,18,None,Standard,Existing,B2313589,,"{'type': 'MultiPoint', 'coordinates': [[-79.4245081359521, 43.7972357216423]]}"
1875,4328,BE-02141,136,Orton Park Rd,Orton Park Rd,West,Brimorton Dr,North,14001,24,None,Standard,Existing,B4314001,,"{'type': 'MultiPoint', 'coordinates': [[-79.2089940586293, 43.7717041185387]]}"
1876,4329,BE-02205,986,Bloor St W,Bloor St W,North,Dovercourt Rd,West,14234,09,Bloorcourt Village,Mini,Existing,B1814234,,"{'type': 'MultiPoint', 'coordinates': [[-79.4298222116098, 43.6611341127646]]}"
1877,4330,BE-02240,2,Market St,Market St,West,The Esplanade,South,14385,10,St. Lawrence Market Neighbourhood,Mini,Existing,B2814385,,"{'type': 'MultiPoint', 'coordinates': [[-79.3714458097141, 43.6472591347979]]}"
1878,4332,BE-01054,1840,Eglinton Ave W,Eglinton Ave W,North,Dufferin St,West,07115,08,Fairbank Village,Standard,Temporarily Removed,B1507115,,"{'type': 'MultiPoint', 'coordinates': [[-79.4509976849418, 43.6956377744374]]}"
1879,4336,BE-02412,20,Charles St E,Charles St E,North,Yonge St,East,15030,11,Bloor-Yorkville,Mini,Existing,B2715030,,"{'type': 'MultiPoint', 'coordinates': [[-79.385115725076, 43.6689357495544]]}"
1880,4337,BE-02497,1226,King St W,King St W,North,Gwynne Ave,East,15397,04,None,Mini,Existing,B1415397,,"{'type': 'MultiPoint', 'coordinates': [[-79.4284085724391, 43.6387948180691]]}"
1881,4341,BE-01362,3227,Weston Rd,Bradstock Rd,South,Weston Rd,East,09236,07,Emery Village,Standard,Existing,B0709236,,"{'type': 'MultiPoint', 'coordinates': [[-79.5390711046265, 43.7390102339071]]}"
1882,4343,BE-00196,2,Covington Rd,Bathurst St,West,Covington Rd,North,01838,08,None,Standard,Temporarily Removed,B1501838,,"{'type': 'MultiPoint', 'coordinates': [[-79.4303613251855, 43.7212023354297]]}"
1883,4345,BE-02607,51,Roncesvalles Ave,Roncesvalles Ave,East,Harvard Ave,North,16136,04,Roncesvalles Village,Mini,Existing,B0416136,,"{'type': 'MultiPoint', 'coordinates': [[-79.4466830097282, 43.640428416386]]}"
1884,4350,BE-01155,4610,Dufferin St,Dufferin St,West,York University Busway,North,07901,06,DuKe Heights,Mini,Existing,B0807901,,"{'type': 'MultiPoint', 'coordinates': [[-79.4679797958186, 43.7720532301488]]}"
1885,4351,BE-02030,None,None,St Clair Ave W,North,Tweedsmuir Ave,West,13478,12,None,Standard,Existing,B2113478,,"{'type': 'MultiPoint', 'coordinates': [[-79.4136022892861, 43.6842656015385]]}"
1886,4353,BE-00199,3310,Bathurst St,Bathurst St,West,Prince Charles Dr,South,01837,08,None,Standard,Temporarily Removed,B1601837,,"{'type': 'MultiPoint', 'coordinates': [[-79.4311239510927, 43.7246271146519]]}"
1887,4354,BE-01671,333,Progress Ave,Progress Ave,South,Schick Crt,West,10926,21,None,Mini,Existing,B3710926,,"{'type': 'MultiPoint', 'coordinates': [[-79.2663309398622, 43.7744497325583]]}"
1888,4357,BE-00072,1,Strath Humber Crt,Royal York Rd,East,Strath Humber Crt,South,01762,02,None,Standard,Existing,B0401762,,"{'type': 'MultiPoint', 'coordinates': [[-79.5173621269881, 43.6611032079165]]}"
1889,4372,BE-01023,129,Rexdale Blvd,Kipling Ave,East,Rexdale Blvd,South,04493,01,None,Standard,Existing,B0204493,,"{'type': 'MultiPoint', 'coordinates': [[-79.5663595732256, 43.7114943334815]]}"
1890,4373,BE-00611,2850,Bloor St W,Prince Edward Dr N,East,Bloor St W,North,07080,03,None,Standard,Existing,B0507080,,"{'type': 'MultiPoint', 'coordinates': [[-79.5054468810309, 43.6488500702624]]}"
1891,4374,BE-00830,3276,St Clair Ave E,St Clair Ave E,North,Herron Ave,East,06354,20,None,Standard,Existing,B3506354,,"{'type': 'MultiPoint', 'coordinates': [[-79.2849386803198, 43.7113269872008]]}"
1892,4375,BE-01217,900,Albion Rd,Albion Rd,North,Thistle Down Blvd,East,08412,01,Albion Islington Square,Standard,Existing,B0108412,,"{'type': 'MultiPoint', 'coordinates': [[-79.5598295233356, 43.7348027670481]]}"
1893,4377,BE-01276,863,College St,College St,South,Ossington Ave,West,09015,09,College Promenade,Mini,Existing,B1909015,,"{'type': 'MultiPoint', 'coordinates': [[-79.4236616121836, 43.6541187075805]]}"
1894,4378,BE-02425,130,North Queen St,North Queen St,North,Eastside Dr,East,15091,03,None,Standard,Existing,B0515091,,"{'type': 'MultiPoint', 'coordinates': [[-79.5520406128005, 43.6199855988165]]}"
1895,4379,BE-00222,1790,Avenue Rd,Avenue Rd,West,Melrose Ave,North,01846,08,None,Standard,Existing,B1601846,,"{'type': 'MultiPoint', 'coordinates': [[-79.418908463416, 43.7301060135485]]}"
1896,4381,BE-01147,20,Four Winds Dr,Sentinel Rd,East,Murray Ross Pkwy,South,07904,07,None,Mini,Existing,B0807904,,"{'type': 'MultiPoint', 'coordinates': [[-79.5009827927963, 43.7647087290858]]}"
1897,4383,BE-02215,3083,Yonge St,Lawrence Ave E,South,Yonge St,East,14274,15,None,Standard,Existing,B1614274,,"{'type': 'MultiPoint', 'coordinates': [[-79.4016336920298, 43.7250913733784]]}"
1898,4387,BE-00376,125-127,Vanderhoof Ave,Vanderhoof Ave,South,Thomas Elgie Dr,East,01202,15,None,Standard,Existing,B2601202,,"{'type': 'MultiPoint', 'coordinates': [[-79.3563516375701, 43.713363033599]]}"
1899,4389,BE-01265,4049,Dundas St W,Dundas St W,South,Howland St,West,08809,04,None,Standard,Existing,B1308809,,"{'type': 'MultiPoint', 'coordinates': [[-79.5038322783956, 43.6635815325868]]}"
1900,4390,BE-02405,68,Scollard St,Scollard St,North,Bay St,West,14988,11,Bloor-Yorkville,Standard,Existing,B2714988,,"{'type': 'MultiPoint', 'coordinates': [[-79.3909261972596, 43.6720815909595]]}"
1901,4392,BE-02366,5801,Leslie St,Leslie St,East,Clansman Blvd,North,14760,17,None,Standard,Existing,B2414760,,"{'type': 'MultiPoint', 'coordinates': [[-79.3694710552944, 43.7970968256521]]}"
1902,4393,BE-02377,786,St Clair Ave W,St Clair Ave W,North,Arlington Ave,West,14887,12,Hillcrest Village,Standard,Existing,B2114887,,"{'type': 'MultiPoint', 'coordinates': [[-79.4295527622611, 43.6810125163936]]}"
1903,4394,BE-02481,199,North Queen St,The Queensway,North,North Queen St,East,15315,03,None,Standard,Existing,B0315315,,"{'type': 'MultiPoint', 'coordinates': [[-79.5557321898922, 43.6144562977396]]}"
1904,4397,BE-02534,None,None,Bayview Ave,East,Steeles Ave E,South,15528,17,None,Standard,Existing,B1715528,,"{'type': 'MultiPoint', 'coordinates': [[-79.3954790309853, 43.8009936214521]]}"
1905,4398,BE-02550,6024,Leslie St,Leslie St,West,Cummer Ave,North,15797,17,None,Standard,Existing,B1715797,,"{'type': 'MultiPoint', 'coordinates': [[-79.3709579483241, 43.8015617938732]]}"
1906,4399,BE-02565,1,University Ave,University Ave,North,York St,West,15878,10,Toronto Downtown West,Standard,Existing,B1015878,,"{'type': 'MultiPoint', 'coordinates': [[-79.3828675409265, 43.6456419091495]]}"
1907,4400,BE-02420,300,Mill Rd,Burnhamthorpe Rd,South,Mill Rd,West,15083,02,None,Standard,Existing,B0315083,,"{'type': 'MultiPoint', 'coordinates': [[-79.5843581431473, 43.6389219228275]]}"
1908,4401,BE-02432,748,Queen St E,Queen St E,North,Grant St,East,15135,14,Riverside District,Mini,Existing,B3015135,,"{'type': 'MultiPoint', 'coordinates': [[-79.3482851836632, 43.6592861322789]]}"
1909,4402,BE-02438,723,Queen St E,Queen St E,South,Broadview Ave,East,15141,14,Riverside District,Mini,Existing,B3015141,,"{'type': 'MultiPoint', 'coordinates': [[-79.3491849618681, 43.6589481161833]]}"
1910,4403,BE-02447,3199,Lake Shore Blvd W,Lake Shore Blvd W,South,Twenty Second St,East,15160,03,None,Standard,Existing,B0615160,,"{'type': 'MultiPoint', 'coordinates': [[-79.5205004339616, 43.597284320449]]}"
1911,4404,BE-02441,741,Queen St E,Queen St E,South,Lewis St,East,15144,14,Riverside District,Mini,Existing,B3015144,,"{'type': 'MultiPoint', 'coordinates': [[-79.3484537057611, 43.6591024223128]]}"
1912,4405,BE-02460,4747,Keele St,Canarctic Dr,North,Keele St,East,15116,06,DuKe Heights,Mini,Existing,B0815116,,"{'type': 'MultiPoint', 'coordinates': [[-79.492956606005, 43.7754882209084]]}"
1913,4416,BE-00049,1911,Finch Ave W,Finch Ave W,South,Jane St,East,06125,07,None,Standard,Temporarily Removed,B0806125,,"{'type': 'MultiPoint', 'coordinates': [[-79.5171737169466, 43.7571539894049]]}"
1914,4417,BE-00061,1806,Islington Ave,Islington Ave,West,Summitcrest Dr,North,04116,02,None,Standard,Existing,B0404116,,"{'type': 'MultiPoint', 'coordinates': [[-79.5407297179198, 43.6833317355422]]}"
1915,4418,BE-00077,1,Kingsmill Rd,Bloor St W,North,Kingsmill Rd,East,01766,03,None,Standard,Existing,B0501766,,"{'type': 'MultiPoint', 'coordinates': [[-79.5030583358597, 43.6493120730802]]}"
1916,4419,BE-00090,None,None,Royal York Rd,East,Leland Ave,South,01769,03,None,Standard,Existing,B0501769,,"{'type': 'MultiPoint', 'coordinates': [[-79.5084682015587, 43.6392207413977]]}"
1917,4420,BE-00564,2016,Eglinton Ave W,Eglinton Ave W,North,Chamberlain Ave,East,07108,08,Fairbank Village,Standard,Temporarily Removed,B1507108,,"{'type': 'MultiPoint', 'coordinates': [[-79.455664339022, 43.6945764922917]]}"
1918,4421,BE-02268,370,Broadview Ave,Broadview Ave,East,Gerrard St E,South,14473,14,None,Standard,Existing,B3014473,,"{'type': 'MultiPoint', 'coordinates': [[-79.3523363943182, 43.665097626292]]}"
1919,4422,BE-02275,40,Orchard View Blvd,Orchard View Blvd,North,Yonge St,West,14486,08,None,Standard,Existing,B1614486,,"{'type': 'MultiPoint', 'coordinates': [[-79.3996728464077, 43.7080914362403]]}"
1920,4423,BE-02282,3600,Kingston Rd,Markham Rd,East,Kingston Rd,North,14477,24,None,Standard,Existing,B3614477,,"{'type': 'MultiPoint', 'coordinates': [[-79.2172034754179, 43.7395681727916]]}"
1921,4424,BE-02294,80,Lothian Ave,Lothian Ave,West,Springbrook Gdns,South,14499,03,None,Standard,Existing,B0514499,,"{'type': 'MultiPoint', 'coordinates': [[-79.5189354979894, 43.6396963348384]]}"
1922,4425,BE-02301,30,Sewell's Rd,Sewell's Rd,North,Brenyon Way,East,14513,25,None,Standard,Existing,B4214513,,"{'type': 'MultiPoint', 'coordinates': [[-79.2153267076381, 43.8080236639811]]}"
1923,4426,BE-01039,492,Parliament St,Parliament St,West,Aberdeen Ave,South,06798,13,Cabbagetown,Mini,Existing,B2806798,,"{'type': 'MultiPoint', 'coordinates': [[-79.3683392110602, 43.6649114162625]]}"
1924,4427,BE-01053,1920,Eglinton Ave W,Eglinton Ave W,North,Fairbank Ave,East,07113,08,Fairbank Village,Standard,Existing,B1507113,,"{'type': 'MultiPoint', 'coordinates': [[-79.4525177272485, 43.6952751508977]]}"
1925,4429,BE-01097,135,Milner Ave,Milner Ave,South,Executive Crt,West,07685,23,None,Standard,Existing,B4207685,,"{'type': 'MultiPoint', 'coordinates': [[-79.2461279317727, 43.7852436977419]]}"
1926,4439,BE-00119,2698,Jane St,Jane St,West,Clair Rd,North,01787,07,None,Standard,Existing,B0701787,,"{'type': 'MultiPoint', 'coordinates': [[-79.5138827787322, 43.7414482700624]]}"
1927,4440,BE-00139,1000,Petrolia Rd,Petrolia Rd,West,Limestone Cres,North,04187,06,DuKe Heights,Standard,Existing,B0804187,,"{'type': 'MultiPoint', 'coordinates': [[-79.4891509593534, 43.7801905159538]]}"
1928,4450,BE-02396,2531,Warden Ave,Warden Ave,East,Bridletowne Crcl,South,14981,22,None,Standard,Existing,B4014981,,"{'type': 'MultiPoint', 'coordinates': [[-79.3130908221257, 43.7908499809674]]}"
1929,4451,BE-02367,50,Provost Dr,Provost Dr,West,Sheppard Ave E,South,14750,17,None,Mini,Existing,B2414750,,"{'type': 'MultiPoint', 'coordinates': [[-79.3711957120314, 43.7696576693028]]}"
1930,4452,BE-02551,1498,Avenue Rd,Avenue Rd,West,Lawrence Ave W,South,15795,08,None,Standard,Existing,B0815795,,"{'type': 'MultiPoint', 'coordinates': [[-79.4156856816654, 43.7219730945211]]}"
1931,4453,BE-02448,3199,Lake Shore Blvd W,Twenty Second St,East,Lake Shore Blvd W,South,15161,03,Long Branch,Standard,Existing,B0615161,,"{'type': 'MultiPoint', 'coordinates': [[-79.5211179054307, 43.5968523187003]]}"
1932,4457,BE-01263,181,Wynford Dr,Wynford Dr,East,Eglinton Ave E,North,08765,16,None,Standard,Existing,B2608765,,"{'type': 'MultiPoint', 'coordinates': [[-79.3261060670205, 43.7254562915134]]}"
1933,4458,BE-02572,6,Main St,Main St,West,Kingston Rd,North,15954,19,None,Standard,Existing,B1915954,,"{'type': 'MultiPoint', 'coordinates': [[-79.2981999664953, 43.679244628795]]}"
1934,4459,BE-01644,71,Maybrook Dr,Maybrook Dr,East,Newmill Gt,South,10950,23,None,Mini,Existing,B4110950,,"{'type': 'MultiPoint', 'coordinates': [[-79.261228969316, 43.8254396860455]]}"
1935,4460,BE-01666,1,Wenlock Gt,Brimley Rd,East,Wenlock Gt,South,10921,23,None,Mini,Existing,B4110921,,"{'type': 'MultiPoint', 'coordinates': [[-79.2841490227326, 43.8211483882434]]}"
1936,4461,BE-00751,1561,Bayview Ave,Bayview Ave,East,Belsize Dr,North,05912,15,Bayview Leaside,Mini,Existing,B2605912,,"{'type': 'MultiPoint', 'coordinates': [[-79.3749761602743, 43.7055130890598]]}"
1937,4462,BE-01884,23,Arnprior Rd,Brimley Rd,West,Arnprior Rd,South,12552,21,None,Mini,Existing,B3712552,,"{'type': 'MultiPoint', 'coordinates': [[-79.2545587578815, 43.7512375063671]]}"
1938,4463,BE-01931,2212,Queen St E,Queen St E,North,Spruce Hill Rd,East,13128,19,The Beach,Mini,Existing,B3213128,,"{'type': 'MultiPoint', 'coordinates': [[-79.2886389900396, 43.6724918439398]]}"
